count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus
1452,2019/11/20 14:07:46.152,41.62609,51.003,524.3732,1,0
1453,2019/11/20 14:07:46.216,41.82,53.14594,525.0698,1,0
1454,2019/11/20 14:07:46.297,42.39034,55.30477,525.7388,1,0
1455,2019/11/20 14:07:46.383,42.40932,58.11143,526.3489,1,0
1456,2019/11/20 14:07:46.461,41.93026,60.71724,527.0077,1,0
1457,2019/11/20 14:07:46.550,41.71826,61.28004,527.1953,1,0
1458,2019/11/20 14:07:46.623,41.77842,64.84106,528.7973,1,0
1459,2019/11/20 14:07:46.683,41.41858,70.97054,528.5726,1,0
1460,2019/11/20 14:07:46.765,41.35239,74.35355,528.0211,1,0
1461,2019/11/20 14:07:46.850,41.38384,75.63715,527.1883,1,0
1462,2019/11/20 14:07:46.910,41.71814,76.38326,527.5004,1,0
1463,2019/11/20 14:07:46.990,42.17756,78.34655,527.5656,1,0
1464,2019/11/20 14:07:47.63,41.9116,82.48206,527.1666,1,0
1465,2019/11/20 14:07:47.122,41.89485,82.82571,527.8784,1,0
1466,2019/11/20 14:07:47.207,41.88216,83.21426,529.0199,1,0
1467,2019/11/20 14:07:47.278,42.41195,83.15724,530.5099,1,0
1468,2019/11/20 14:07:47.341,43.19117,83.89115,531.8506,1,0
1469,2019/11/20 14:07:47.430,43.69178,83.57479,532.1964,1,0
1470,2019/11/20 14:07:47.505,44.69874,82.81213,532.8915,1,0
1471,2019/11/20 14:07:47.576,45.0741,82.07724,533.4703,1,0
1472,2019/11/20 14:07:47.661,45.43534,81.80762,533.6606,1,0
1473,2019/11/20 14:07:47.747,46.12796,81.18157,533.076,1,0
1474,2019/11/20 14:07:47.810,46.41478,79.96342,533.1393,1,0
1475,2019/11/20 14:07:47.897,46.81359,78.87616,533.2981,1,0
1476,2019/11/20 14:07:47.977,48.2058,77.23176,533.2299,1,0
1477,2019/11/20 14:07:48.42,49.1608,75.82376,533.1429,1,0
1478,2019/11/20 14:07:48.122,49.93797,74.14859,532.8906,1,0
1479,2019/11/20 14:07:48.195,50.19159,73.94113,532.9258,1,0
1480,2019/11/20 14:07:48.261,50.92253,73.54217,533.0593,1,0
1481,2019/11/20 14:07:48.340,51.64599,72.82925,533.5536,1,0
1482,2019/11/20 14:07:48.416,52.00843,72.39629,533.8362,1,0
